176	-1	126	201	0.005
181	-1	131	201	0.005
186	-1	136	201	0.005
191	-1	141	201	0.005
196	-1	146	201	0.005
201	-1	151	201	0.005
206	-1	156	201	0.005
211	-1	161	201	0.005
216	-1	166	201	0.005
221	-1	171	201	0.005
226	-1	176	201	0.005
231	-1	181	201	0.005
236	-1	186	201	0.005
241	-1	191	201	0.005
246	-1	196	201	0.005



-1	-44	201	6	0.005
-1	-39	201	11	0.005
-1	-34	201	16	0.005
-1	-29	201	21	0.005
-1	-24	201	26	0.005
-1	-19	201	31	0.005
-1	-14	201	36	0.005
-1	-9	201	41	0.005
-1	-4	201	46	0.005
-1	1	201	51	0.005
-1	6	201	56	0.005
-1	11	201	61	0.005
-1	16	201	66	0.005
-1	21	201	71	0.005
-1	26	201	76	0.005
-1	31	201	81	0.005
-1	36	201	86	0.005
-1	41	201	91	0.005
-1	46	201	96	0.005
-1	51	201	101	0.005
-1	56	201	106	0.005
-1	61	201	111	0.005
-1	66	201	116	0.005
-1	71	201	121	0.005
-1	76	201	126	0.005
-1	81	201	131	0.005
-1	86	201	136	0.005
-1	91	201	141	0.005
-1	96	201	146	0.005
-1	101	201	151	0.005
-1	106	201	156	0.005
-1	111	201	161	0.005
-1	116	201	166	0.005
-1	121	201	171	0.005
-1	126	201	176	0.005
-1	131	201	181	0.005
-1	136	201	186	0.005
-1	141	201	191	0.005
-1	146	201	196	0.005
-1	151	201	201	0.005
-1	156	201	206	0.005
-1	161	201	211	0.005
-1	166	201	216	0.005
-1	171	201	221	0.005
-1	176	201	226	0.005
-1	181	201	231	0.005
-1	186	201	236	0.005
-1	191	201	241	0.005



51 	  -1	  1	201	0.005
56 	  -1	  6	201	0.005
61 	  -1	 11	201	0.005
66 	  -1	 16	201	0.005
71 	  -1	 21	201	0.005
76 	  -1	 26	201	0.005
81 	  -1	 31	201	0.005
86 	  -1	 36	201	0.005
91 	  -1	 41	201	0.005
96 	  -1	 46	201	0.005
101	  -1	 51	201	0.005
106	  -1	 56	201	0.005
111	  -1	 61	201	0.005
116	  -1	 66	201	0.005
121	  -1	 71	201	0.005
126	  -1	 76	201	0.005
131	  -1	 81	201	0.005
136	  -1	 86	201	0.005
141	  -1	 91	201	0.005
146	  -1	 96	201	0.005
151	  -1	101	201	0.005
156	  -1	106	201	0.005
161	  -1	111	201	0.005
166	  -1	116	201	0.005
171	  -1	121	201	0.005
176	  -1	126	201	0.005
181	  -1	131	201	0.005
186	  -1	136	201	0.005
191	  -1	141	201	0.005
196	  -1	146	201	0.005
201	  -1	151	201	0.005
206	  -1	156	201	0.005
211	  -1	161	201	0.005
216	  -1	166	201	0.005
221	  -1	171	201	0.005
6	-1	-44	201	0.005
11	-1	-39	201	0.005
16	-1	-34	201	0.005
21	-1	-29	201	0.005
26	-1	-24	201	0.005
31	-1	-19	201	0.005
36	-1	-14	201	0.005
41	-1	-9	201	0.005
46	-1	-4	201	0.005
51	-1	1	201	0.005
56	-1	6	201	0.005
61	-1	11	201	0.005
66	-1	16	201	0.005
71	-1	21	201	0.005
76	-1	26	201	0.005
81	-1	31	201	0.005
86	-1	36	201	0.005
91	-1	41	201	0.005
96	-1	46	201	0.005
101	-1	51	201	0.005
106	-1	56	201	0.005
111	-1	61	201	0.005
116	-1	66	201	0.005
121	-1	71	201	0.005
126	-1	76	201	0.005
131	-1	81	201	0.005
136	-1	86	201	0.005
141	-1	91	201	0.005
146	-1	96	201	0.005
151	-1	101	201	0.005
156	-1	106	201	0.005
161	-1	111	201	0.005
166	-1	116	201	0.005
171	-1	121	201	0.005
176	-1	126	201	0.005
181	-1	131	201	0.005
186	-1	136	201	0.005
191	-1	141	201	0.005
196	-1	146	201	0.005
201	-1	151	201	0.005
206	-1	156	201	0.005
211	-1	161	201	0.005
216	-1	166	201	0.005
221	-1	171	201	0.005
226	-1	176	201	0.005
231	-1	181	201	0.005
236	-1	186	201	0.005
241	-1	191	201	0.005



 -1	1	201	51	0.005
 -1	6	201	56	0.005
 -1	11	201	61	0.005
 -1	16	201	66	0.005
 -1	21	201	71	0.005
 -1	26	201	76	0.005
 -1	31	201	81	0.005
 -1	36	201	86	0.005
 -1	41	201	91	0.005
 -1	46	201	96	0.005
 -1	51	201	101	0.005
 -1	56	201	106	0.005
 -1	61	201	111	0.005
 -1	66	201	116	0.005
 -1	71	201	121	0.005
 -1	76	201	126	0.005
 -1	81	201	131	0.005
 -1	86	201	136	0.005
 -1	91	201	141	0.005
 -1	96	201	146	0.005
 -1	101	201	151	0.005
 -1	106	201	156	0.005
 -1	111	201	161	0.005
 -1	116	201	166	0.005
 -1	121	201	171	0.005
 -1	126	201	176	0.005
 -1	131	201	181	0.005
 -1	136	201	186	0.005
 -1	141	201	191	0.005
 -1	146	201	196	0.005
 -1	151	201	201	0.005
 -1	156	201	206	0.005
 -1	161	201	211	0.005
 -1	166	201	216	0.005
 -1	171	201	221	0.005
 -1	176	201	226	0.005
 -1	181	201	231	0.005
 -1	186	201	236	0.005
 -1	191	201	241	0.005
 51	-1	1	201	0.005
 56	-1	6	201	0.005
 61	-1	11	201	0.005
 66	-1	16	201	0.005
 71	-1	21	201	0.005
 76	-1	26	201	0.005
 81	-1	31	201	0.005
 86	-1	36	201	0.005
 91	-1	41	201	0.005
 96	-1	46	201	0.005
101	-1	51	201	0.005
106	-1	56	201	0.005
111	-1	61	201	0.005
116	-1	66	201	0.005
121	-1	71	201	0.005
126	-1	76	201	0.005
131	-1	81	201	0.005
136	-1	86	201	0.005
141	-1	91	201	0.005
146	-1	96	201	0.005
151	-1	101	201	0.005
156	-1	106	201	0.005
161	-1	111	201	0.005
166	-1	116	201	0.005
171	-1	121	201	0.005
176	-1	126	201	0.005
181	-1	131	201	0.005
186	-1	136	201	0.005
191	-1	141	201	0.005
196	-1	146	201	0.005
201	-1	151	201	0.005
206	-1	156	201	0.005
211	-1	161	201	0.005
216	-1	166	201	0.005
221	-1	171	201	0.005
226	-1	176	201	0.005
231	-1	181	201	0.005
236	-1	186	201	0.005
241	-1	191	201	0.005


-1	   1	201	  6	0.005
-1	   6	201	 11	0.005
-1	  11	201	 16	0.005
-1	  16	201	 21	0.005
-1	  21	201	 26	0.005
-1	  26	201	 31	0.005
-1	  31	201	 36	0.005
-1	  36	201	 41	0.005
-1	  41	201	 46	0.005
-1	  46	201	 51	0.005
-1	  51	201	 56	0.005
-1	  56	201	 61	0.005
-1	  61	201	 66	0.005
-1	  66	201	 71	0.005
-1	  71	201	 76	0.005
-1	  76	201	 81	0.005
-1	  81	201	 86	0.005
-1	  86	201	 91	0.005
-1	  91	201	 96	0.005
-1	  96	201	101	0.005
-1	 101	201	106	0.005
-1	 106	201	111	0.005
-1	 111	201	116	0.005
-1	 116	201	121	0.005
-1	 121	201	126	0.005
-1	 126	201	131	0.005
-1	 131	201	136	0.005
-1	 136	201	141	0.005
-1	 141	201	146	0.005
-1	 146	201	151	0.005
-1	 151	201	156	0.005
-1	 156	201	161	0.005
-1	 161	201	166	0.005
-1	 166	201	171	0.005
-1	 171	201	176	0.005
-1	 176	201	181	0.005
-1	 181	201	186	0.005
-1	 186	201	191	0.005
-1	 191	201	196	0.005
6	  -1	  1	201	0.005
11	  -1	  6	201	0.005
16	  -1	 11	201	0.005
21	  -1	 16	201	0.005
26	  -1	 21	201	0.005
31	  -1	 26	201	0.005
36	  -1	 31	201	0.005
41	  -1	 36	201	0.005
46	  -1	 41	201	0.005
51	  -1	 46	201	0.005
56	  -1	 51	201	0.005
61	  -1	 56	201	0.005
66	  -1	 61	201	0.005
71	  -1	 66	201	0.005
76	  -1	 71	201	0.005
81	  -1	 76	201	0.005
86	  -1	 81	201	0.005
91	  -1	 86	201	0.005
96	  -1	 91	201	0.005
101	  -1	 96	201	0.005
106	  -1	101	201	0.005
111	  -1	106	201	0.005
116	  -1	111	201	0.005
121	  -1	116	201	0.005
126	  -1	121	201	0.005
131	  -1	126	201	0.005
136	  -1	131	201	0.005
141	  -1	136	201	0.005
146	  -1	141	201	0.005
151	  -1	146	201	0.005
156	  -1	151	201	0.005
161	  -1	156	201	0.005
166	  -1	161	201	0.005
171	  -1	166	201	0.005
176	  -1	171	201	0.005
181	  -1	176	201	0.005
186	  -1	181	201	0.005
191	  -1	186	201	0.005
196	  -1	191	201	0.005

-1	30	201	30  0.01
-1	60	201	60  0.01
-1	90	201	90  0.01
-1	120	201	120 0.01
-1	150	201	150 0.01
-1	180	201	180 0.01
30	-1	30	201 0.01
60	-1	60	201 0.01
90	-1	90	201 0.01
120	-1	120	201 0.01
150	-1	150	201 0.01
180	-1	180	201 0.01
